Tipo;Tema;Variável;Descrição
Domicílio;Características do Domicílio - Parte 3;V00511;Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00512;Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00513;Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00514;Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00515;Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00516;Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00517;Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00518;Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00519;Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00520;Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00521;Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00522;Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00523;Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00524;Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00525;Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00526;Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00527;Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00528;Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00529;Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00530;Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00531;Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00532;Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00533;Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00534;Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00535;Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00536;Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00537;Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00538;Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00539;Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00540;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00541;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00542;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00543;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00544;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00545;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00546;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00547;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00548;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00549;Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00550;Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00551;Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00552;Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00553;Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00554;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00555;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00556;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00557;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00558;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00559;Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00560;Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00561;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00562;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00563;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00564;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00565;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00566;Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00567;Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00568;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00569;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00570;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00571;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00572;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00573;Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00574;Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00575;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00576;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00577;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00578;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00579;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00580;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00581;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00582;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00583;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00584;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00585;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00586;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00587;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00588;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00589;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00590;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00591;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00592;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00593;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00594;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00595;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00596;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00597;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00598;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00599;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00600;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00601;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00602;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00603;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00604;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00605;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00606;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00607;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00608;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00609;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00610;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00611;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00612;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00613;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00614;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00615;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00616;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00617;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00618;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00619;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00620;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00621;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00622;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00623;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00624;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00625;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00626;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00627;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00628;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00629;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00630;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00631;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00632;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00633;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00634;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00635;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00636;Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00637;Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Quantidade de moradores
Domicílio;Características do Domicílio - Parte 3;V00638;Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00639;Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Quantidade de crianças de zero a nove anos de idade
Domicílio;Características do Domicílio - Parte 3;V00640;Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00641;Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Pessoas de sexo masculino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00642;Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Pessoas de sexo feminino no domicílio
Domicílio;Características do Domicílio - Parte 3;V00643;Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Pessoas de sexo feminino no domicílio
Pessoas;Alfabetização;V00644;15 a 19 anos
Pessoas;Alfabetização;V00645;20 a 24 anos
Pessoas;Alfabetização;V00646;25 a 29 anos
Pessoas;Alfabetização;V00647;30 a 34 anos
Pessoas;Alfabetização;V00648;35 a 39 anos
Pessoas;Alfabetização;V00649;40 a 44 anos
Pessoas;Alfabetização;V00650;45 a 49 anos
Pessoas;Alfabetização;V00651;50 a 54 anos
Pessoas;Alfabetização;V00652;55 a 59 anos
Pessoas;Alfabetização;V00653;60 a 64 anos
Pessoas;Alfabetização;V00654;65 a 69 anos
Pessoas;Alfabetização;V00655;70 a 79 anos
Pessoas;Alfabetização;V00656;80 anos ou mais
Pessoas;Alfabetização;V00657;15 a 19 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00658;15 a 19 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00659;15 a 19 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00660;15 a 19 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00661;15 a 19 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00662;20 a 24 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00663;20 a 24 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00664;20 a 24 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00665;20 a 24 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00666;20 a 24 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00667;25 a 29 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00668;25 a 29 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00669;25 a 29 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00670;25 a 29 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00671;25 a 29 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00672;30 a 34 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00673;30 a 34 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00674;30 a 34 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00675;30 a 34 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00676;30 a 34 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00677;35 a 39 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00678;35 a 39 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00679;35 a 39 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00680;35 a 39 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00681;35 a 39 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00682;40 a 44 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00683;40 a 44 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00684;40 a 44 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00685;40 a 44 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00686;40 a 44 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00687;45 a 49 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00688;45 a 49 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00689;45 a 49 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00690;45 a 49 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00691;45 a 49 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00692;50 a 54 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00693;50 a 54 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00694;50 a 54 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00695;50 a 54 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00696;50 a 54 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00697;55 a 59 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00698;55 a 59 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00699;55 a 59 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00700;55 a 59 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00701;55 a 59 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00702;60 a 64 anos, Cor ou raça é branca
